model,year,price,transmission,mileage,mpg,engine
 5 Series,2017,22899,Semi-Auto,33046,64.2,2
 X1,2016,15500,Manual,37000,60.1,2
 X1,2016,16700,Semi-Auto,44000,55.4,2
 2 Series,2017,14200,Semi-Auto,14500,68.9,2
 X1,2017,18890,Semi-Auto,21113,65.7,2
 1 Series,2017,13500,Manual,34500,65.7,2
 1 Series,2017,15500,Manual,11500,52.3,1.5
 X1,2016,18650,Automatic,29330,55.4,2
 5 Series,2019,31580,Automatic,8612,48.7,2
 3 Series,2019,27710,Semi-Auto,9545,52.3,2
 1 Series,2017,11799,Manual,10683,56.5,1.5
 i3,2014,14495,Automatic,34539,470.8,0
 1 Series,2017,15000,Semi-Auto,26488,67.3,2
 3 Series,2020,33995,Semi-Auto,10,53.3,2
 3 Series,2019,29990,Semi-Auto,5604,40.9,2
 X1,2017,18995,Semi-Auto,32300,57.6,2
 2 Series,2017,12500,Manual,48839,74.3,1.5
 2 Series,2018,17000,Manual,19566,54.3,2
 5 Series,2017,30995,Semi-Auto,24000,51.4,3
 2 Series,2016,13699,Automatic,24849,64.2,2
 1 Series,2016,10690,Manual,41718,53.3,1.5
 1 Series,2015,8390,Manual,55825,50.4,1.6
 1 Series,2013,9444,Semi-Auto,44000,48.7,1.6
 3 Series,2018,20860,Semi-Auto,15388,56.5,3
 3 Series,2013,12077,Semi-Auto,21388,62.8,2
 X1,2018,24081,Semi-Auto,13245,60.1,2
 5 Series,2019,37921,Semi-Auto,6311,46.3,2
 4 Series,2014,16612,Semi-Auto,48474,52.3,3
 X5,2018,37692,Automatic,24786,47.1,3
 X5,2019,48892,Automatic,7666,37.7,3
 1 Series,2019,30240,Automatic,7791,34.5,2
 X4,2019,38980,Semi-Auto,6982,40.9,3
 X3,2019,43740,Automatic,3280,54.3,2
 4 Series,2019,23270,Automatic,5865,48.7,2
 3 Series,2019,40406,Automatic,1683,34.9,3
 1 Series,2019,27190,Manual,5382,53.3,2
 1 Series,2019,31200,Automatic,9516,48.7,2
 2 Series,2019,29960,Semi-Auto,5720,49.6,2
 2 Series,2017,18100,Semi-Auto,20319,48.7,2
 X1,2016,17500,Manual,26122,68.9,2
 3 Series,2018,18690,Semi-Auto,29748,60.1,2
 3 Series,2018,18500,Semi-Auto,26937,64.2,2
 3 Series,2013,8992,Manual,63969,62.8,2
 2 Series,2019,19949,Manual,14219,51.4,2
 X1,2018,16500,Manual,27041,68.9,2
 3 Series,2019,27990,Manual,4465,54.3,2
 3 Series,2019,29995,Semi-Auto,1425,42.2,2
 X1,2019,25995,Manual,3150,52.3,1.5
 3 Series,2019,27990,Semi-Auto,5600,52.3,2
 5 Series,2019,29990,Semi-Auto,3117,50.4,2
 2 Series,2020,30995,Semi-Auto,1501,48.7,2
 4 Series,2020,37995,Semi-Auto,1501,58.9,2
 5 Series,2020,33995,Semi-Auto,1501,49.6,2
 X1,2017,19790,Semi-Auto,22579,44.8,2
 5 Series,2015,19990,Semi-Auto,31567,50.4,3
 5 Series,2016,15990,Semi-Auto,21698,62.8,2
 X5,2019,51990,Semi-Auto,7300,33.6,3
 M3,2018,43990,Semi-Auto,12879,34,3
 3 Series,2019,31490,Manual,4503,54.3,2
 3 Series,2016,18990,Semi-Auto,45090,51.4,3
 1 Series,2018,17490,Semi-Auto,26232,54.3,1.5
 3 Series,2018,17490,Manual,12311,62.8,2
 2 Series,2020,26995,Semi-Auto,10,42.2,1.5
 X1,2016,17990,Semi-Auto,25216,60.1,2
 1 Series,2019,26990,Semi-Auto,3660,40.4,1.5
 3 Series,2019,28990,Semi-Auto,6,42.2,2
 3 Series,2019,28990,Semi-Auto,7322,52.3,2
 X3,2019,33990,Semi-Auto,38,54.3,2
 4 Series,2019,27990,Semi-Auto,6051,65.7,2
 X5,2019,56990,Semi-Auto,8637,33.6,3
 1 Series,2019,24990,Manual,5846,41.5,1.5
 X5,2019,54990,Semi-Auto,7153,33.6,3
 2 Series,2016,17240,Semi-Auto,25653,60.1,2
 1 Series,2019,24990,Semi-Auto,6377,39.8,3
 4 Series,2014,12990,Semi-Auto,52135,61.4,2
 X5,2019,51990,Semi-Auto,5849,37.7,3
 X5,2019,51990,Semi-Auto,5850,37.7,3
 3 Series,2019,29990,Semi-Auto,4210,40.9,2
 2 Series,2018,20360,Automatic,8370,36.2,2
 2 Series,2015,10860,Manual,46904,74.3,1.5
 1 Series,2017,14610,Semi-Auto,30939,65.7,2
 4 Series,2015,21491,Automatic,24421,36.7,3
 X5,2014,23950,Automatic,67711,47.1,3
 1 Series,2015,11550,Semi-Auto,19886,67.3,2
 3 Series,2017,14000,Manual,22000,52.3,1.5
 4 Series,2016,19595,Semi-Auto,9647,44.1,2
 3 Series,2019,25595,Semi-Auto,2400,41.5,3
 3 Series,2014,17999,Semi-Auto,26311,47.9,3
 4 Series,2018,23990,Semi-Auto,19438,55.4,3
 1 Series,2019,15990,Manual,5161,53.3,1.5
 2 Series,2020,32995,Semi-Auto,1501,36.2,2
 2 Series,2019,19990,Manual,3303,42.8,1.5
 3 Series,2019,32990,Semi-Auto,4758,49.6,2
 X5,2019,50990,Semi-Auto,5925,37.7,3
 2 Series,2018,19990,Semi-Auto,21691,47.9,2
 3 Series,2018,24490,Semi-Auto,21110,51.4,3
 2 Series,2017,17990,Semi-Auto,8693,50.4,2
 3 Series,2019,30990,Semi-Auto,3165,52.3,2
 3 Series,2016,19995,Semi-Auto,34110,51.4,3
 2 Series,2017,15995,Semi-Auto,29006,68.9,2
 1 Series,2017,12995,Manual,25656,72.4,1.5
 X5,2017,33500,Automatic,54000,42.8,3
 1 Series,2019,23500,Semi-Auto,11128,39.8,3
 4 Series,2017,19250,Semi-Auto,14500,48.7,2
 3 Series,2019,36990,Semi-Auto,4314,40.4,2
 X3,2019,35990,Semi-Auto,15,54.3,2
 8 Series,2019,59990,Semi-Auto,5441,40.4,3
 X3,2019,35995,Semi-Auto,4421,54.3,2
 X4,2019,37995,Semi-Auto,5809,42.8,2
 3 Series,2019,28990,Semi-Auto,3811,52.3,2
 2 Series,2020,29995,Semi-Auto,1501,47.9,2
 X2,2020,29995,Semi-Auto,1501,38.7,2
 X1,2020,34995,Semi-Auto,1501,50.4,2
 X1,2020,30995,Semi-Auto,1501,50.4,2
 4 Series,2019,25990,Semi-Auto,2028,65.7,2
 X3,2020,42995,Semi-Auto,1501,34.5,3
 3 Series,2020,32995,Semi-Auto,1501,50.4,2
 X1,2016,15995,Semi-Auto,50131,60.1,2
 1 Series,2016,12490,Manual,15210,53.3,1.5
 3 Series,2016,15750,Manual,34484,58.9,2
 3 Series,2016,19490,Semi-Auto,14302,56.5,3
 X1,2017,18990,Semi-Auto,34697,55.4,2
 X5,2016,30990,Automatic,39469,85.6,2
 2 Series,2018,25990,Semi-Auto,3960,32.5,3
 3 Series,2020,35995,Semi-Auto,1501,47.9,3
 3 Series,2017,22950,Semi-Auto,28600,51.4,3
 2 Series,2019,21995,Semi-Auto,3682,47.9,2
 X2,2020,28995,Semi-Auto,10,58.9,2
 4 Series,2017,17990,Manual,29926,62.8,2
 X6,2019,52990,Semi-Auto,3086,34.9,3
 1 Series,2018,15990,Manual,13856,53.3,1.5
 2 Series,2019,24990,Semi-Auto,4155,65.7,2
 X3,2019,35995,Automatic,3800,54.3,2
 1 Series,2019,18999,Manual,5623,52.3,1.5
 X2,2018,22500,Semi-Auto,34697,58.9,2
 2 Series,2019,23222,Semi-Auto,5290,48.7,1.5
 3 Series,2019,33999,Semi-Auto,8680,8.8,2
 5 Series,2019,34555,Semi-Auto,4592,156.9,2
 3 Series,2019,27500,Semi-Auto,9262,52.3,2
 3 Series,2019,25444,Automatic,13033,42.2,2
 3 Series,2019,23250,Semi-Auto,11659,55.4,2
 3 Series,2019,23250,Semi-Auto,12045,55.4,2
 4 Series,2019,36999,Automatic,3500,50.4,3
 4 Series,2019,35999,Automatic,1500,60.1,2
 5 Series,2019,31950,Automatic,3500,50.4,2
 2 Series,2020,31820,Manual,1500,43.5,1.5
 1 Series,2020,27995,Manual,2500,53.3,2
 3 Series,2019,35995,Automatic,17188,49.6,2
 5 Series,2019,31950,Automatic,3500,50.4,2
 X1,2019,31995,Automatic,9500,52.3,2
 X1,2019,26999,Manual,4500,49.6,1.5
 3 Series,2019,28444,Automatic,5500,42.2,2
 2 Series,2019,19555,Manual,5500,40.9,1.5
 5 Series,2019,32499,Automatic,9222,65.7,2
 4 Series,2019,29999,Automatic,3403,60.1,2
 3 Series,2020,36650,Automatic,4500,49.6,2
 1 Series,2019,19999,Semi-Auto,5963,54.3,1.5
 1 Series,2019,18995,Semi-Auto,5354,68.9,1.5
 1 Series,2019,18995,Semi-Auto,5268,68.9,1.5
 2 Series,2019,22499,Manual,6772,60.1,2
 1 Series,2019,18495,Manual,7752,70.6,1.5
 3 Series,2019,27995,Semi-Auto,2317,52.3,2
 3 Series,2019,33444,Automatic,3725,50.4,2
 3 Series,2020,36995,Automatic,4500,50.4,2
 4 Series,2019,27995,Automatic,6514,55.4,3
 7 Series,2020,54995,Semi-Auto,1501,42.2,3
 X3,2019,34995,Semi-Auto,8829,30.4,2
 X3,2020,33995,Semi-Auto,1501,54.3,2
 4 Series,2019,26444,Automatic,6500,65.7,2
 4 Series,2019,29995,Automatic,4837,65.7,2
 4 Series,2019,30995,Automatic,4500,58.9,2
 4 Series,2019,29995,Automatic,4500,58.9,2
 3 Series,2019,30888,Automatic,6500,52.3,2
 4 Series,2019,27999,Automatic,5891,65.7,2
 2 Series,2019,25995,Automatic,6500,46.3,2
 X1,2019,30995,Semi-Auto,1501,52.3,2
 X4,2019,41995,Semi-Auto,1501,40.9,3
 3 Series,2017,19450,Semi-Auto,24701,62.8,2
 1 Series,2017,12450,Manual,43757,72.4,1.5
 3 Series,2019,29990,Manual,16,54.3,2
 X3,2019,33990,Semi-Auto,5434,54.3,2
 4 Series,2020,36990,Semi-Auto,99,47.9,3
 3 Series,2017,19995,Semi-Auto,28243,60.1,2
 4 Series,2019,29999,Automatic,8914,65.7,2
 5 Series,2019,36995,Automatic,6814,60.1,3
 2 Series,2017,17990,Semi-Auto,15630,62.8,2
 X5,2014,23000,Automatic,42310,45.6,3
 X5,2017,30400,Automatic,24860,47.1,3
 4 Series,2019,35950,Automatic,9250,50.4,3
 X3,2019,33450,Automatic,9641,30.4,2
 5 Series,2019,34995,Automatic,14500,60.1,3
 3 Series,2019,31995,Automatic,13978,52.3,2
 4 Series,2019,30995,Automatic,1500,48.7,2
 X3,2019,38995,Automatic,6527,54.3,2
 1 Series,2016,12400,Manual,49315,70.6,1.5
 3 Series,2016,15740,Semi-Auto,39900,62.8,2
 5 Series,2016,12990,Manual,54820,60.1,2
 3 Series,2013,11900,Semi-Auto,17332,47.1,2
 3 Series,2019,31995,Semi-Auto,4995,52.3,2
 5 Series,2019,34990,Semi-Auto,1800,47.9,2
 X5,2019,56990,Semi-Auto,8000,33.6,3
 4 Series,2019,25995,Semi-Auto,3144,45.6,2
 3 Series,2019,33690,Semi-Auto,8718,47.9,3
 3 Series,2019,35490,Semi-Auto,10130,44.1,3
 4 Series,2016,17995,Semi-Auto,36907,65.7,2
 4 Series,2016,18000,Semi-Auto,36660,58.9,2
 5 Series,2016,16890,Semi-Auto,22600,62.8,2
 3 Series,2019,23990,Semi-Auto,7015,53.3,2
 X5,2017,36995,Automatic,42000,42.8,3
 3 Series,2017,17950,Manual,18799,64.2,2
 1 Series,2019,19999,Semi-Auto,16106,67.3,2
 4 Series,2018,22000,Semi-Auto,12490,52.3,3
 4 Series,2016,16440,Semi-Auto,40340,48.7,2
 X1,2017,17037,Automatic,19838,65.7,2
 3 Series,2014,12890,Semi-Auto,52106,62.8,2
 3 Series,2015,17190,Semi-Auto,51050,49.6,3
 3 Series,2015,15100,Semi-Auto,34500,46.3,2
 3 Series,2016,18257,Automatic,19060,53.3,3
 1 Series,2016,11000,Manual,38810,53.3,1.5
 X1,2019,24449,Semi-Auto,5336,60.1,2
 X2,2019,28499,Semi-Auto,8550,48.7,2
 Z4,2019,32449,Semi-Auto,2485,38.7,2
 X4,2019,34999,Semi-Auto,9829,42.8,2
 X4,2019,41999,Semi-Auto,6449,37.2,3
 1 Series,2019,22999,Manual,3641,58.9,1.5
 X5,2019,49999,Semi-Auto,5681,37.7,3
 X3,2019,36999,Semi-Auto,4494,48.7,3
 X3,2019,31999,Semi-Auto,6624,54.3,2
 X2,2019,22999,Semi-Auto,7255,41.5,1.5
 6 Series,2019,39999,Semi-Auto,1125,34.5,3
 5 Series,2019,37999,Semi-Auto,3709,51.4,3
 M4,2019,45999,Semi-Auto,2373,34,3
 X4,2019,40999,Semi-Auto,8023,26.9,3
 1 Series,2019,25995,Manual,500,41.5,1.5
 X3,2019,31990,Semi-Auto,7115,54.3,2
 Z4,2019,33990,Semi-Auto,8810,37.2,2
 X1,2019,27990,Semi-Auto,8521,60.1,2
 X5,2019,47990,Semi-Auto,5311,37.7,3
 X5,2019,46990,Semi-Auto,10565,37.7,3
 X2,2019,34995,Automatic,8728,34,2
 1 Series,2019,20222,Automatic,7407,47.9,2
 2 Series,2019,20850,Automatic,7234,148.7,1.5
 2 Series,2019,20850,Automatic,12070,148.7,1.5
 X4,2019,39995,Automatic,5505,42.8,2
 3 Series,2019,32995,Automatic,4500,50.4,2
 3 Series,2019,35450,Automatic,6500,50.4,2
 3 Series,2019,22495,Semi-Auto,8886,67.3,2
 1 Series,2019,25995,Manual,1309,41.5,1.5
 1 Series,2017,17495,Semi-Auto,27756,54.3,1.5
 X3,2019,54995,Semi-Auto,4490,24.8,3
 3 Series,2016,16995,Semi-Auto,20756,64.2,2
 5 Series,2016,17450,Semi-Auto,41123,60.1,2
 X2,2019,29999,Automatic,6695,58.9,2
 1 Series,2019,17444,Automatic,5500,72.4,1.5
 3 Series,2019,28995,Automatic,16367,52.3,2
 1 Series,2019,31950,Semi-Auto,8600,34.5,2
 X5,2019,52995,Semi-Auto,10100,33.6,3
 3 Series,2018,21495,Semi-Auto,23000,62.8,2
 2 Series,2016,16950,Semi-Auto,47385,47.1,2
 1 Series,2019,22995,Semi-Auto,8332,42.8,1.5
 3 Series,2019,27888,Semi-Auto,10268,52.3,2
 3 Series,2019,26995,Semi-Auto,11355,52.3,2
 1 Series,2019,23995,Manual,6196,41.5,1.5
 3 Series,2019,28995,Automatic,8446,52.3,2
 X1,2018,23450,Automatic,18487,60.1,2
 3 Series,2019,35995,Automatic,5500,39.8,2
 4 Series,2019,38995,Automatic,5500,41.5,3
 3 Series,2020,36995,Automatic,3500,45.6,3
 X3,2020,37495,Automatic,4500,54.3,2
 2 Series,2018,23999,Semi-Auto,14258,32.5,3
 4 Series,2019,27950,Semi-Auto,8028,53.3,3
 5 Series,2020,32495,Semi-Auto,931,49.6,2
 X1,2020,30495,Semi-Auto,3530,40.9,2
 3 Series,2020,36999,Semi-Auto,5500,45.6,3
 1 Series,2017,16444,Semi-Auto,20848,48.7,2
 X3,2019,56950,Semi-Auto,6597,24.8,3
 X6,2018,38995,Semi-Auto,18212,40.9,3
 1 Series,2015,11750,Manual,10889,78.5,1.5
 X6,2015,25000,Semi-Auto,26100,45.6,3
 3 Series,2018,20995,Semi-Auto,19252,64.2,2
 X1,2017,20495,Semi-Auto,16665,57.6,2
 5 Series,2019,29995,Semi-Auto,9848,48.7,2
 5 Series,2019,29999,Semi-Auto,6737,48.7,2
 3 Series,2019,27888,Semi-Auto,10430,52.3,2
 4 Series,2016,15500,Semi-Auto,59461,65.7,2
 X5,2020,63995,Automatic,5000,188.3,3
 X4,2020,44495,Automatic,5000,40.9,3
 3 Series,2017,19995,Semi-Auto,20766,134.5,2
 4 Series,2018,21250,Automatic,14238,65.7,2
 2 Series,2019,26995,Automatic,2630,49.6,2
 X2,2019,35999,Automatic,6026,34,2
 5 Series,2019,31444,Automatic,2404,65.7,2
 5 Series,2019,34999,Automatic,7195,60.1,2
 3 Series,2019,26995,Semi-Auto,10624,42.2,2
 5 Series,2019,25995,Semi-Auto,7554,50.4,2
 3 Series,2019,26995,Semi-Auto,12399,52.3,2
 3 Series,2019,26995,Semi-Auto,8021,52.3,2
 3 Series,2019,27888,Semi-Auto,10622,52.3,2
 3 Series,2019,24500,Semi-Auto,10125,47.9,2
 3 Series,2019,24995,Semi-Auto,7585,47.9,2
 3 Series,2020,32995,Automatic,4000,50.4,2
 1 Series,2020,26995,Automatic,1500,51.4,2
 X3,2020,37999,Automatic,2789,54.3,2
 X1,2020,32995,Automatic,1593,50.4,2
 5 Series,2019,26990,Automatic,7824,50.4,2
 X5,2019,44995,Automatic,6495,36.7,3
 1 Series,2019,16500,Manual,5500,72.4,1.5
 3 Series,2019,28888,Automatic,9267,52.3,2
 X7,2019,62995,Automatic,11055,33.6,3
 2 Series,2019,21950,Manual,5500,42.2,1.5
 4 Series,2019,29999,Automatic,1500,45.6,2
 1 Series,2019,20999,Semi-Auto,7351,68.9,2
 2 Series,2015,14950,Manual,46555,60.1,2
 3 Series,2019,23450,Semi-Auto,13713,48.7,2
 3 Series,2020,33995,Automatic,10,50.4,2
 3 Series,2020,42995,Automatic,7500,33.6,3
 1 Series,2020,34999,Automatic,197,48.7,2
 Z4,2020,35995,Automatic,2500,38.7,2
 8 Series,2020,74995,Semi-Auto,4500,26.7,3
 7 Series,2020,53995,Semi-Auto,3500,42.2,3
 X3,2013,15000,Semi-Auto,54150,50.4,2
 i3,2017,21444,Automatic,22063,470.8,0
 1 Series,2018,23750,Semi-Auto,11941,39.8,3
 1 Series,2018,14999,Manual,12955,51.4,1.5
 1 Series,2017,15850,Manual,39806,62.8,2
 2 Series,2019,19495,Automatic,8500,54.3,1.5
 3 Series,2016,17297,Automatic,59300,49.6,3
 X4,2019,34500,Semi-Auto,15411,40.9,3
 X5,2018,33990,Automatic,29150,47.1,3
 X1,2016,17360,Semi-Auto,25710,65.7,2
 4 Series,2019,28999,Automatic,8182,52.3,3
 X1,2017,21995,Manual,15900,60.1,2
 5 Series,2020,42995,Automatic,7500,156.9,2
 1 Series,2017,21140,Semi-Auto,27150,39.8,3
 1 Series,2017,16270,Semi-Auto,46440,47.9,2
 X1,2016,15270,Manual,55000,58.9,2
 1 Series,2016,19950,Semi-Auto,23210,39.8,3
 X1,2017,18990,Semi-Auto,32420,55.4,2
 3 Series,2013,12330,Semi-Auto,10050,47.1,2
 X4,2015,19660,Semi-Auto,52020,54.3,2
 1 Series,2016,15090,Semi-Auto,30480,54.3,1.5
 5 Series,2016,17160,Semi-Auto,15830,62.8,2
 4 Series,2017,16507,Automatic,26800,65.7,2
 3 Series,2014,12890,Semi-Auto,52106,62.8,2
 4 Series,2013,12220,Semi-Auto,73023,57.6,3
 3 Series,2017,15290,Semi-Auto,61610,48.7,2
 4 Series,2016,18430,Semi-Auto,22220,65.7,2
 3 Series,2015,11990,Manual,78053,44.8,2
 3 Series,2018,18495,Semi-Auto,26231,64.2,2
 X1,2016,17567,Manual,23557,58.9,2
 2 Series,2015,16950,Automatic,33300,37.2,3
 1 Series,2016,14652,Manual,9461,70.6,1.5
 3 Series,2019,39950,Semi-Auto,1341,43.5,3
 1 Series,2013,11450,Manual,66621,42.8,2
 5 Series,2020,35995,Automatic,2500,62.8,2
 4 Series,2020,32583,Automatic,2500,48.7,2
 M2,2020,46995,Automatic,4500,29.1,3
 1 Series,2020,32495,Automatic,10,48.7,2
 X2,2020,34999,Automatic,1217,58.9,2
 X4,2020,40995,Automatic,10,42.8,2
 X2,2020,37995,Automatic,2500,34,2
 3 Series,2014,12990,Semi-Auto,67617,57.6,3
 3 Series,2017,17540,Automatic,35630,62.8,2
 1 Series,2017,14600,Semi-Auto,37566,67.3,2
 2 Series,2017,13591,Manual,15001,74.3,1.5
 X1,2016,15991,Manual,39917,58.9,2
 X1,2016,17900,Semi-Auto,18713,55.4,2
 4 Series,2016,19950,Automatic,20600,60.1,2
 4 Series,2019,27450,Semi-Auto,6124,45.6,2
 X5,2019,51950,Semi-Auto,13,37.7,3
 4 Series,2017,20450,Semi-Auto,26680,45.6,2
 3 Series,2018,16950,Semi-Auto,27641,65.7,2
 3 Series,2019,25450,Semi-Auto,9368,52.3,2
 3 Series,2017,19450,Semi-Auto,31508,62.8,2
 2 Series,2019,23450,Semi-Auto,8371,48.7,1.5
 X5,2019,47950,Semi-Auto,6960,37.7,3
 7 Series,2019,42950,Semi-Auto,19870,33.6,3
 1 Series,2020,27495,Semi-Auto,1500,51.4,2
 3 Series,2020,39995,Semi-Auto,5302,45.6,3
 3 Series,2020,33495,Semi-Auto,4500,48.7,2
 X1,2017,18950,Semi-Auto,40519,57.6,2
 2 Series,2018,19950,Semi-Auto,27312,57.6,2
 3 Series,2015,17450,Semi-Auto,55109,51.4,3
 1 Series,2015,13950,Manual,36916,50.4,1.6
 1 Series,2018,18450,Semi-Auto,14324,49.6,2
 5 Series,2020,31995,Semi-Auto,6000,60.1,2
 3 Series,2020,34995,Semi-Auto,10,49.6,2
 X2,2020,32495,Semi-Auto,1255,58.9,2
 5 Series,2020,34995,Semi-Auto,10,49.6,2
 1 Series,2020,31495,Semi-Auto,1250,48.7,2
 3 Series,2020,33995,Semi-Auto,4500,50.4,2
 3 Series,2020,36495,Semi-Auto,789,49.6,2
 2 Series,2020,22950,Manual,14,52.3,1.5
 1 Series,2019,22950,Manual,2181,72.4,1.5
 2 Series,2020,25450,Semi-Auto,6,49.6,2
 4 Series,2020,35450,Semi-Auto,10,47.9,3
 5 Series,2020,29950,Semi-Auto,9,49.6,2
 3 Series,2019,25450,Semi-Auto,11208,52.3,2
 5 Series,2019,30450,Semi-Auto,10191,156.9,2
 X3,2019,34450,Semi-Auto,5015,54.3,2
 X2,2019,31950,Semi-Auto,6801,58.9,2
 2 Series,2019,20450,Semi-Auto,7404,53.3,1.5
 3 Series,2016,14950,Semi-Auto,51741,62.8,2
 1 Series,2018,13450,Manual,33113,68.9,2
 3 Series,2019,31450,Semi-Auto,4618,52.3,2
 X4,2019,42450,Semi-Auto,10910,42.8,2
 4 Series,2019,25950,Semi-Auto,11259,60.1,2
 X3,2015,20950,Semi-Auto,28416,54.3,2
 3 Series,2018,21450,Semi-Auto,16244,48.7,2
 5 Series,2019,38450,Automatic,14522,62.8,2
 4 Series,2019,30999,Semi-Auto,8701,41.5,3
 X3,2019,39999,Semi-Auto,3769,34.5,3
 X5,2019,52999,Semi-Auto,6297,27.2,3
 3 Series,2019,22950,Semi-Auto,6414,62.8,2
 2 Series,2019,23450,Semi-Auto,3564,50.4,2
 X1,2016,16950,Semi-Auto,35900,60.1,2
 M4,2017,33450,Semi-Auto,25777,34,3
 4 Series,2017,19950,Semi-Auto,18801,65.7,2
 4 Series,2017,18700,Semi-Auto,21950,65.7,2
 3 Series,2017,17150,Semi-Auto,35825,62.8,2
 X1,2018,16470,Manual,27041,68.9,2
 X2,2019,26499,Manual,2424,49.6,2
 3 Series,2019,27999,Semi-Auto,7035,48.7,2
 2 Series,2019,21999,Semi-Auto,9957,49.6,2
 6 Series,2019,31999,Semi-Auto,7994,42.8,2
 2 Series,2019,23999,Semi-Auto,6883,47.9,2
 5 Series,2019,39999,Semi-Auto,5877,60.1,2
 X3,2019,36999,Automatic,1500,54.3,2
 5 Series,2019,38995,Automatic,6500,156.9,2
 X3,2019,36999,Automatic,7105,54.3,2
 4 Series,2019,32995,Manual,3500,46.3,2
 2 Series,2019,22950,Semi-Auto,8539,50.4,1.5
 3 Series,2014,12450,Manual,56523,57.6,2
 X3,2016,22950,Semi-Auto,9214,54.3,2
 5 Series,2018,28950,Semi-Auto,15878,53.3,3
 2 Series,2015,15950,Manual,25652,53.3,1.5
 4 Series,2019,26950,Semi-Auto,3849,60.1,2
 X2,2019,26450,Manual,3172,55.4,2
 4 Series,2019,26950,Semi-Auto,4842,60.1,2
 X1,2020,26950,Manual,18,49.6,1.5
 4 Series,2019,26950,Semi-Auto,8812,60.1,2
 Z4,2019,27450,Semi-Auto,7363,38.2,2
 5 Series,2019,31950,Semi-Auto,10776,60.1,3
 4 Series,2019,33495,Automatic,99,48.7,2
 X3,2019,36995,Automatic,3500,54.3,2
 X3,2019,34950,Automatic,5325,54.3,2
 X3,2019,36950,Automatic,2500,54.3,2
 X3,2019,35999,Automatic,7000,54.3,2
 4 Series,2019,34995,Automatic,3999,41.5,3
 Z4,2015,16450,Semi-Auto,22583,41.5,2
 2 Series,2019,20950,Manual,4434,64.2,2
 1 Series,2018,19950,Semi-Auto,9271,47.9,2
 1 Series,2016,12950,Manual,52647,65.7,2
 X4,2016,21950,Semi-Auto,50944,47.9,3
 5 Series,2017,20950,Semi-Auto,37034,65.7,2
 5 Series,2020,29450,Semi-Auto,10,36.2,2
 3 Series,2020,22950,Manual,11,58.9,2
 2 Series,2020,23450,Semi-Auto,8,67.3,2
 3 Series,2020,29950,Semi-Auto,20,41.5,2
 2 Series,2020,23950,Semi-Auto,11,50.4,1.5
 X3,2019,33450,Semi-Auto,2839,54.3,2
 5 Series,2019,30450,Semi-Auto,4885,60.1,2
 4 Series,2019,26450,Semi-Auto,3989,45.6,2
 X5,2019,52950,Semi-Auto,3309,27.2,3
 1 Series,2019,22950,Semi-Auto,4811,60.1,2
 4 Series,2020,26950,Semi-Auto,10,65.7,2
 3 Series,2016,17450,Semi-Auto,16413,62.8,2
 3 Series,2019,31450,Semi-Auto,3000,42.2,2
 1 Series,2018,22950,Semi-Auto,14537,60.1,2
 2 Series,2019,24950,Semi-Auto,4534,46.3,2
 X5,2017,31950,Automatic,27932,47.1,3
 1 Series,2019,18950,Semi-Auto,7990,68.9,1.5
 X7,2019,73950,Semi-Auto,9121,31.4,3
 2 Series,2019,20450,Semi-Auto,3344,49.6,2
 4 Series,2019,26450,Semi-Auto,3376,60.1,2
 3 Series,2019,23950,Semi-Auto,5445,62.8,2
 X6,2015,36950,Semi-Auto,22032,25.4,4.4
 3 Series,2019,25950,Semi-Auto,2344,62.8,2
 2 Series,2019,21950,Semi-Auto,9275,40.9,1.5
 2 Series,2019,18450,Manual,7293,54.3,2
 1 Series,2019,21950,Manual,101,70.6,1.5
 1 Series,2019,18950,Manual,6675,70.6,1.5
 X4,2019,46450,Semi-Auto,9374,37.2,3
 1 Series,2019,22871,Manual,3000,41.5,1.5
 X3,2019,31450,Semi-Auto,9053,54.3,2
 X2,2019,26950,Semi-Auto,11386,58.9,2
 2 Series,2020,34950,Semi-Auto,1107,62.8,2
 2 Series,2020,32450,Semi-Auto,1118,51.4,2
 6 Series,2020,44950,Semi-Auto,1237,44.1,2
 2 Series,2019,22950,Manual,9688,65.7,2
 2 Series,2019,21950,Semi-Auto,7423,65.7,2
 2 Series,2019,24950,Semi-Auto,13,62.8,2
 2 Series,2019,25450,Semi-Auto,13,62.8,2
 X3,2019,34950,Semi-Auto,14,54.3,2
 4 Series,2019,30950,Semi-Auto,6212,44.8,2
 2 Series,2019,20950,Semi-Auto,6418,47.9,2
 1 Series,2019,18450,Semi-Auto,8644,47.9,1.5
 2 Series,2019,21950,Manual,10,64.2,2
 X2,2019,25450,Semi-Auto,9467,50.4,2
 3 Series,2019,28450,Semi-Auto,13998,42.2,2
 3 Series,2019,28450,Semi-Auto,14850,48.7,2
 1 Series,2019,19950,Manual,10,53.3,1.5
 3 Series,2019,33450,Semi-Auto,5004,49.6,2
 Z4,2019,32450,Semi-Auto,9955,38.7,2
 X2,2019,27450,Semi-Auto,14368,58.9,2
 3 Series,2019,33134,Semi-Auto,5,52.3,2
 1 Series,2018,20450,Semi-Auto,14602,60.1,2
 M4,2016,99950,Automatic,771,33.2,3
 X4,2017,23000,Semi-Auto,18441,54.3,2
 5 Series,2019,33495,Semi-Auto,4913,51.4,3
 X5,2019,45000,Semi-Auto,9450,37.7,3
 1 Series,2015,16950,Semi-Auto,38178,37.7,3
